time,num1,num2,result,answer,date,correct,score,problem_type,text_or_aloud
1.1275842999999952,21,21,441,441,Dec-25-2021,True,98.72855364639352,square,aloud
0.4374666000000005,16,16,256,56,Dec-25-2021,False,0.0,square,aloud
1.8499764000000027,15,15,225,225,Dec-25-2021,True,96.57758731944303,square,aloud
4.8591883,23,23,529,529,Dec-25-2021,True,76.38828906514311,square,aloud
1.2494768999999977,18,18,324,324,Dec-25-2021,True,98.43880747636639,square,aloud
2.2669922000000042,19,19,361,361,Dec-25-2021,True,94.86074636513914,square,aloud
1.1755178000000015,20,20,400,400,Dec-25-2021,True,98.61815790188315,square,aloud
1.027704700000001,25,25,625,625,Dec-25-2021,True,98.94382304959791,square,aloud
1.0186007000000004,22,22,484,484,Dec-25-2021,True,98.96245261395951,square,aloud
1.1091499999999996,13,13,169,169,Dec-25-2021,True,98.7697862775,square,aloud
1.722898299999997,24,24,576,576,Dec-25-2021,True,97.03162144785712,square,aloud
0.8929792999999933,11,11,121,121,Dec-25-2021,True,99.20258796977153,square,aloud
1.1798629999999974,17,17,289,289,Dec-25-2021,True,98.60792330123101,square,aloud
1.0176562999999987,21,21,441,441,Dec-25-2021,True,98.96437565507031,square,aloud
1.292955500000005,17,17,289,289,Dec-25-2021,True,98.32826607501974,square,aloud
1.0283852999999965,25,25,625,625,Dec-25-2021,True,98.94242367474392,square,aloud
1.111061399999997,19,19,361,361,Dec-25-2021,True,98.76554256543005,square,aloud
1.4591029000000049,22,22,484,484,Dec-25-2021,True,97.87101872721158,square,aloud
1.0784816999999975,22,22,484,484,Dec-25-2021,True,98.83687722276511,square,aloud
1.0419610000000006,14,14,196,196,Dec-25-2021,True,98.914317274479,square,aloud
1.0048454000000078,20,20,400,400,Dec-25-2021,True,98.99028572209882,square,aloud
0.9798614999999984,11,11,121,121,Dec-25-2021,True,99.03987144081775,square,aloud
0.9340370999999976,16,16,256,256,Dec-25-2021,True,99.1275746958236,square,aloud
0.8720607000000058,16,16,256,256,Dec-25-2021,True,99.2395101355155,square,aloud
0.987676300000004,25,25,625,625,Dec-25-2021,True,99.0244955264183,square,aloud
1.9971311999999983,18,18,324,324,Dec-25-2021,True,96.01146696998657,square,aloud
2.5167012,24,24,576,576,Dec-25-2021,True,93.66621506991856,square,aloud
1.3366360999999927,21,21,441,441,Dec-25-2021,True,98.2134039361768,square,aloud
1.1124087999999972,13,13,169,169,Dec-25-2021,True,98.76254666168256,square,aloud
1.097461800000005,14,14,196,196,Dec-25-2021,True,98.79557759754076,square,aloud
1.3510665999999958,18,18,324,324,Dec-25-2021,True,98.17461904236445,square,aloud
1.1471374999999853,23,23,529,529,Dec-25-2021,True,98.68407555609379,square,aloud
1.1017787000000112,11,11,121,121,Dec-25-2021,True,98.78608369622629,square,aloud
1.51354809999998,15,15,225,225,Dec-25-2021,True,97.70917214898645,square,aloud
1.6534845999999845,24,24,576,576,Dec-25-2021,True,97.26598867756289,square,aloud
1.1556988000000104,14,14,196,196,Dec-25-2021,True,98.66436028367853,square,aloud
1.1124934000000053,13,13,169,169,Dec-25-2021,True,98.76235843495643,square,aloud
1.1071329000000105,14,14,196,196,Dec-25-2021,True,98.77425674173756,square,aloud
1.175903500000004,21,21,441,441,Dec-25-2021,True,98.61725095868773,square,aloud
1.122567800000013,24,24,576,576,Dec-25-2021,True,98.73984153440313,square,aloud
1.1060250000000167,15,15,225,225,Dec-25-2021,True,98.77670869937496,square,aloud
1.1431982999999946,22,22,484,484,Dec-25-2021,True,98.69309764687712,square,aloud
1.2102505000000008,23,23,529,529,Dec-25-2021,True,98.53529372724975,square,aloud
1.2694210999999882,17,17,289,289,Dec-25-2021,True,98.38857007087482,square,aloud
1.093724399999985,22,22,484,484,Dec-25-2021,True,98.80376693684467,square,aloud
1.1521282000000213,23,23,529,529,Dec-25-2021,True,98.67260061076472,square,aloud
1.0289723000000208,11,11,121,121,Dec-25-2021,True,98.94121600583267,square,aloud
1.104962999999998,17,17,289,289,Dec-25-2021,True,98.77905676863101,square,aloud
1.1353413000000216,14,14,196,196,Dec-25-2021,True,98.71100013251426,square,aloud
1.1198689999999942,16,16,256,256,Dec-25-2021,True,98.74589342283902,square,aloud
1.2564424999999915,17,17,289,289,Dec-25-2021,True,98.42135224419377,square,aloud
1.4200334999999882,15,15,225,225,Dec-25-2021,True,97.98350485887778,square,aloud
1.4158226000000127,22,22,484,484,Dec-25-2021,True,97.9954463653292,square,aloud
2.032385099999999,21,21,441,441,Dec-25-2021,True,95.86941080529799,square,aloud
1.493577799999997,17,17,289,289,Dec-25-2021,True,97.76922535534717,square,aloud
0.9497523000000001,20,20,400,400,Dec-25-2021,True,99.09797056864471,square,aloud
1.075246600000014,17,17,289,289,Dec-25-2021,True,98.8438447491884,square,aloud
1.00009510000001,18,18,324,324,Dec-25-2021,True,98.99980979095596,square,aloud
0.9429043000000092,25,25,625,625,Dec-25-2021,True,99.11093148104149,square,aloud
0.999316499999992,15,15,225,225,Dec-25-2021,True,99.00136653282776,square,aloud
0.9764298000000053,20,20,400,400,Dec-25-2021,True,99.04658484567194,square,aloud
1.099240100000003,16,16,256,256,Dec-25-2021,True,98.79167120255198,square,aloud
1.1864223999999979,20,20,400,400,Dec-25-2021,True,98.59240188877824,square,aloud
0.9697718999999836,16,16,256,256,Dec-25-2021,True,99.05954246197042,square,aloud
1.012283200000013,18,18,324,324,Dec-25-2021,True,98.97528272299773,square,aloud
1.0523306999999988,21,21,441,441,Dec-25-2021,True,98.89260009783752,square,aloud
