time,num1,num2,result,answer,date,correct,score,problem_type
2.1086550999999933,14,14,196,196,Oct-29-2021,1,95.55357366924402,square
2.7815326000000056,18,18,324,324,Oct-29-2021,1,92.2630763951372,square
4.012666799999991,17,17,289,289,Oct-29-2021,1,83.89850515217783,square
1.9720055999999888,12,12,144,144,Oct-29-2021,1,96.11119391356868,square
2.074069800000004,11,11,121,121,Oct-29-2021,1,95.69823446472795,square
2.0658530999999978,15,15,225,225,Oct-29-2021,1,95.7322509692204,square
2.021801400000001,14,14,196,196,Oct-29-2021,1,95.91231909895804,square
1.6531576,11,11,121,121,Oct-29-2021,1,97.26706994956224,square
1.6041745999999932,13,13,169,169,Oct-29-2021,1,97.42662385271487,square
2.062822099999991,16,16,256,256,Oct-29-2021,1,95.74476498375162,square
1.6118788000000135,12,12,144,144,Oct-29-2021,1,97.40184673411052,square
8.257818299999999,13,13,169,169,Oct-29-2021,1,31.80843692418513,square
10.649372400000004,19,19,361,361,Oct-29-2021,1,0.0,square
1.8081573999999991,13,13,169,169,Oct-29-2021,1,96.73056681682525,square
1.4615024000000003,12,12,144,144,Oct-29-2021,1,97.86401073479423,square
2.1876405000000005,16,16,256,256,Oct-29-2021,1,95.21422904275974,square
1.5548562999999973,12,12,144,144,Oct-29-2021,1,97.58242188635032,square
1.6097912000000036,15,15,225,225,Oct-29-2021,1,97.40857229240255,square
4.995260699999988,18,18,324,324,Oct-29-2021,1,75.04737053903563,square
2.3804647000000045,17,17,289,289,Oct-29-2021,1,94.33338781205389,square
2.569348599999984,14,14,196,196,Oct-29-2021,1,93.39844777167812,square
2.4515269999999987,19,19,361,361,Oct-29-2021,1,93.990015368271,square
2.2971680999999933,16,16,256,256,Oct-29-2021,1,94.72301872034242,square
2.6391797,17,17,289,289,Oct-29-2021,1,93.03473051110791,square
1.6567124999999976,11,11,121,121,Oct-29-2021,1,97.25530369234376,square
3.227099699999997,14,14,196,196,Oct-29-2021,1,89.58582752625993,square
1.6872417000000155,13,13,169,169,Oct-29-2021,1,97.15321544578106,square
4.707016299999992,17,17,289,289,Oct-29-2021,1,77.84399755153439,square
2.3785383999999965,14,14,196,196,Oct-29-2021,1,94.34255507972546,square
1.9368008000000143,11,11,121,121,Oct-29-2021,1,96.2488026611193,square
1.8142818999999972,15,15,225,225,Oct-29-2021,1,96.7083811873324,square
2.7654579999999958,13,13,169,169,Oct-29-2021,1,92.35224205023603,square
1.5770174999999824,15,15,225,225,Oct-29-2021,1,97.51301580469381,square
3.044273799999985,16,16,256,256,Oct-29-2021,1,90.73239703063365,square
1.5954178000000068,11,11,121,121,Oct-29-2021,1,97.45464204344314,square
1.7349678000000208,15,15,225,225,Oct-29-2021,1,96.98988673296309,square
4.489504199999999,18,18,324,324,Oct-29-2021,1,79.84435203818236,square
3.2654681999999866,10,10,100,100,Oct-29-2021,1,89.33671743478885,square
1.497826400000008,10,10,100,100,Oct-29-2021,1,97.75651607546301,square
1.7569127000000149,12,12,144,144,Oct-29-2021,1,96.91325776457866,square
2.076477099999977,20,20,400,400,Oct-29-2021,1,95.68824285317568,square
1.8068351999999948,12,12,144,144,Oct-29-2021,1,96.73534656004098,square
1.8513055999999888,11,11,121,121,Oct-29-2021,1,96.57266757540869,square
3.3386102999999987,13,13,169,169,Oct-29-2021,1,88.85368126473392,square
2.5962165999999907,17,17,289,289,Oct-29-2021,1,93.25965936588449,square
1.5043661999999929,10,10,100,100,Oct-29-2021,1,97.73688233629758,square
3.437319899999977,17,17,289,289,Oct-29-2021,1,88.18483190506414,square
1.4377826999999854,10,10,100,100,Oct-29-2021,1,97.93278090758075,square
1.6277603000000056,20,20,400,400,Oct-29-2021,1,97.3503964057439,square
2.7466713999999968,14,14,196,196,Oct-29-2021,1,92.45579622042206,square
2.062136299999992,16,16,256,256,Oct-29-2021,1,95.74759388022234,square
1.5744942999999978,10,10,100,100,Oct-29-2021,1,97.52096769926752,square
2.7668479999999818,17,17,289,289,Oct-29-2021,1,92.3445521448961,square
2.735774399999997,18,18,324,324,Oct-29-2021,1,92.51553843230465,square
1.5698569999999847,10,10,100,100,Oct-29-2021,1,97.53554899955105,square
2.151848099999995,14,14,196,196,Oct-29-2021,1,95.36954975452642,square
4.3431427000000165,18,18,324,324,Oct-29-2021,1,81.13711148743657,square
3.7866814999999865,14,14,196,196,Oct-29-2021,1,85.66104321755785,square
4.925439600000004,19,19,361,361,Oct-29-2021,1,75.7400447467518,square
2.761598399999997,19,19,361,361,Oct-29-2021,1,92.37357427711746,square
1.7698414000000184,20,20,400,400,Oct-29-2021,1,96.86766141884597,square
1.7322060999999849,13,13,169,169,Oct-29-2021,1,96.99946202712285,square
2.903047299999997,19,19,361,361,Oct-29-2021,1,91.57231637396272,square
1.5892763999999886,11,11,121,121,Oct-29-2021,1,97.47420052440307,square
1.7765282999999954,19,19,361,361,Oct-29-2021,1,96.84394719929912,square
5.430938600000019,17,17,289,289,Oct-29-2021,1,70.50490592302984,square
3.517618499999997,19,19,361,361,Oct-29-2021,1,87.62636008845777,square
6.162727500000018,16,16,256,256,Oct-29-2021,1,62.02078976074353,square
2.033334500000024,17,17,289,289,Oct-29-2021,1,95.86555081110966,square
1.7481859000000102,17,17,289,289,Oct-29-2021,1,96.94384605904115,square
2.0182456,19,19,361,361,Oct-29-2021,1,95.92668469808063,square
3.1652513999999883,17,17,289,289,Oct-29-2021,1,89.98118357479811,square
2.466405400000042,15,15,225,225,Oct-29-2021,1,93.91684440285063,square
4.522883899999954,10,10,100,100,Oct-29-2021,1,79.5435212271212,square
2.08442610000003,10,10,100,100,Oct-29-2021,1,95.65516783363867,square
2.9929884999999667,18,18,324,324,Oct-29-2021,1,91.04201983886794,square
1.7284316999999874,10,10,100,100,Oct-29-2021,1,97.01252385843516,square
3.4680124000000205,17,17,289,289,Oct-29-2021,1,87.9728899934461,square
1.5228528000000097,11,11,121,121,Oct-29-2021,1,97.68091934953213,square
1.557179200000007,12,12,144,144,Oct-29-2021,1,97.57519293908734,square
1.7493534999999838,20,20,400,400,Oct-29-2021,1,96.9397623320378,square
1.4681558999999993,20,20,400,400,Oct-29-2021,1,97.84451825329519,square
2.9343645999999817,12,12,144,144,Oct-29-2021,1,91.38950439426695,square
3.142168599999991,18,18,324,324,Oct-29-2021,1,90.12677648917409,square
1.7698785000000044,16,16,256,256,Oct-29-2021,1,96.86753009523774,square
1.506761499999982,10,10,100,100,Oct-29-2021,1,97.72966978211781,square
1.530853900000011,20,20,400,400,Oct-29-2021,1,97.65648633685475,square
3.4267841999999864,17,17,289,289,Oct-29-2021,1,88.25715004663046,square
